,Unnamed: 0,name,geometry,addr:street,addr:housenumber,centroid,lat,lon,address
0,8391,,"POLYGON ((49.9476677 53.1578355, 49.9476702 53.1579046, 49.947811 53.1579028, 49.9478086 53.1578337, 49.9476677 53.1578355))",,,POINT (49.94773937463813 53.157869145916344),53.15786914591634,49.94773937463813,"1-ya Sportivnaya ulitsa, 26, Novokuybyshevsk"
1,8393,,"POLYGON ((49.947185 53.1578613, 49.9471927 53.1579208, 49.9473361 53.1579142, 49.9473284 53.1578547, 49.947185 53.1578613))",,,POINT (49.947260549999996 53.15788775),53.15788775,49.94726055,"Sportivnaya ulitsa, 3, Novokuybyshevsk"
2,8394,,"POLYGON ((49.946949 53.1576927, 49.9469819 53.1577809, 49.9471906 53.1577529, 49.94717 53.1576977, 49.9470255 53.1577171, 49.9470278 53.1576821, 49.946949 53.1576927))",,,POINT (49.94706147560804 53.15773326772892),53.15773326772892,49.94706147560804,"Sportivnaya ulitsa, 12, Novokuybyshevsk"
3,8396,,"POLYGON ((49.9471818 53.1572652, 49.9472859 53.1572937, 49.9472556 53.1573333, 49.9473183 53.1573505, 49.9473495 53.1573095, 49.947452 53.1573376, 49.9475372 53.1572258, 49.9474118 53.1571914, 49.9473566 53.1572638, 49.947307 53.1572502, 49.9473531 53.1571898, 49.9472588 53.157164, 49.9471818 53.1572652))",,,POINT (49.94735618897193 53.15725800705908),53.15725800705908,49.94735618897193,"Sportivnaya ulitsa, 18, Novokuybyshevsk"
4,8397,,"POLYGON ((49.9474269 53.1571046, 49.9474646 53.1570425, 49.9475853 53.1570689, 49.9475475 53.1571309, 49.9474269 53.1571046))",,,POINT (49.947506067522696 53.157086716473735),53.157086716473735,49.947506067522696,"Sportivnaya ulitsa, 20, Novokuybyshevsk"
5,8402,,"POLYGON ((49.94802 53.1561574, 49.9480471 53.1561095, 49.9481451 53.1561294, 49.9481569 53.1561086, 49.9482589 53.1561293, 49.9482201 53.1561981, 49.94802 53.1561574))",,,POINT (49.94814600913926 53.15614935874044),53.15614935874044,49.94814600913926,"Sportivnaya ulitsa, 24, Novokuybyshevsk"
6,8403,,"POLYGON ((49.9482043 53.1559006, 49.9482477 53.1558312, 49.9483842 53.1558619, 49.9483408 53.1559313, 49.9482043 53.1559006))",,,POINT (49.94829425 53.15588124999999),53.15588124999999,49.94829425,"Sportivnaya ulitsa, 26, Novokuybyshevsk"
7,8404,,"POLYGON ((49.9476284 53.1557839, 49.9476852 53.1556959, 49.9477773 53.1557173, 49.9477205 53.1558053, 49.9476284 53.1557839))",,,POINT (49.94770284999999 53.1557506),53.1557506,49.94770284999999,"Sportivnaya ulitsa, 32A, Novokuybyshevsk"
8,8407,,"POLYGON ((49.9473625 53.1557421, 49.947426 53.1556409, 49.9475644 53.1556722, 49.9475009 53.1557733, 49.9473625 53.1557421))",,,POINT (49.94746344211569 53.155707119396304),53.155707119396304,49.94746344211569,"Lesnoy pereulok, 24, Novokuybyshevsk"
9,8410,,"POLYGON ((49.9463403 53.1553098, 49.9465097 53.1553398, 49.9464593 53.155442, 49.94629 53.1554119, 49.9463403 53.1553098))",,,POINT (49.94639984111396 53.155375875310355),53.15537587531036,49.94639984111396,"Lesnoy pereulok, 20, Novokuybyshevsk"
