,name,geometry,addr:street,addr:housenumber,centroid,lat,lon,address
1393,,"POLYGON ((49.9605437 53.1077295, 49.960666 53.1077687, 49.9607328 53.1076936, 49.9606105 53.1076544, 49.9605437 53.1077295))",Волжская улица,24,POINT (49.96063825 53.107711550000005),53.107711550000005,49.96063825,Новокуйбышевск Волжская улица 24
1394,,"POLYGON ((49.9611188 53.1079132, 49.9612411 53.1079523, 49.9613079 53.1078773, 49.9611856 53.1078381, 49.9611188 53.1079132))",Октябрьская улица,26,POINT (49.96121334258437 53.107895218074496),53.107895218074496,49.96121334258437,Новокуйбышевск Октябрьская улица 26
1395,,"POLYGON ((49.9615931 53.1080681, 49.9617154 53.1081073, 49.9617822 53.1080322, 49.9616599 53.107993, 49.9615931 53.1080681))",Октябрьская улица,35,POINT (49.96168765 53.108050150000004),53.10805015,49.96168765,Новокуйбышевск Октябрьская улица 35
1396,,"POLYGON ((49.9618993 53.1081672, 49.9620216 53.1082064, 49.9620884 53.1081314, 49.9619661 53.1080922, 49.9618993 53.1081672))",проезд Павлова,18,POINT (49.96199384999999 53.108149299999994),53.1081493,49.96199384999999,Новокуйбышевск проезд Павлова 18
1397,,"POLYGON ((49.9621485 53.1082483, 49.9622708 53.1082875, 49.9623376 53.1082124, 49.9622153 53.1081732, 49.9621485 53.1082483))",улица Пушкина,42,POINT (49.96224305 53.10823035),53.10823035,49.96224305,Новокуйбышевск улица Пушкина 42
1398,,"POLYGON ((49.9625837 53.1083961, 49.962706 53.1084353, 49.9627728 53.1083602, 49.9626505 53.108321, 49.9625837 53.1083961))",улица Пушкина,41,POINT (49.96267825 53.10837814999999),53.10837814999999,49.96267825,Новокуйбышевск улица Пушкина 41
1399,,"POLYGON ((49.9629079 53.1084988, 49.9630302 53.108538, 49.963097 53.1084629, 49.9629747 53.1084237, 49.9629079 53.1084988))",проезд Павлова,12,POINT (49.96300245000001 53.10848085),53.10848085,49.96300245000001,Новокуйбышевск проезд Павлова 12
1400,,"POLYGON ((49.9631301 53.1085745, 49.9632524 53.1086137, 49.9633192 53.1085386, 49.9631969 53.1084994, 49.9631301 53.1085745))",улица Декабристов,36,POINT (49.963224649999994 53.10855655),53.10855655,49.96322465,Новокуйбышевск улица Декабристов 36
1401,,"POLYGON ((49.9635714 53.1087187, 49.9636937 53.1087579, 49.9637605 53.1086828, 49.9636382 53.1086436, 49.9635714 53.1087187))",улица Декабристов,13,POINT (49.96366595 53.10870075),53.10870075,49.96366595,Новокуйбышевск улица Декабристов 13
1402,,"POLYGON ((49.9638686 53.1088142, 49.9639909 53.1088534, 49.9640577 53.1087783, 49.9639354 53.1087391, 49.9638686 53.1088142))",проезд Павлова,6,POINT (49.96396315 53.108796250000005),53.108796250000005,49.96396315,Новокуйбышевск проезд Павлова 6
1403,,"POLYGON ((49.9641868 53.1089169, 49.9643091 53.1089561, 49.9643759 53.108881, 49.9642536 53.1088418, 49.9641868 53.1089169))",проезд Павлова,4,POINT (49.96428135 53.10889895),53.10889895,49.96428135,Новокуйбышевск проезд Павлова 4
1405,,"POLYGON ((49.9774364 53.0991297, 49.9780679 53.099247, 49.9781282 53.09913, 49.9774967 53.0990127, 49.9774364 53.0991297))",улица Дзержинского,43,POINT (49.9777823 53.09912985),53.09912985,49.9777823,Новокуйбышевск улица Дзержинского 43
1406,,"POLYGON ((49.9780699 53.0992474, 49.9787014 53.0993647, 49.9787617 53.0992477, 49.9781302 53.0991304, 49.9780699 53.0992474))",улица Дзержинского,45,POINT (49.9784158 53.099247549999994),53.09924755,49.9784158,Новокуйбышевск улица Дзержинского 45
1407,,"POLYGON ((49.9632911 53.1090387, 49.9634134 53.1090779, 49.9634802 53.1090028, 49.9633579 53.1089636, 49.9632911 53.1090387))",улица Декабристов,15,POINT (49.96338564999999 53.109020750000006),53.109020750000006,49.96338564999999,Новокуйбышевск улица Декабристов 15
1408,,"POLYGON ((49.9630644 53.1092958, 49.9631867 53.109335, 49.9632535 53.1092599, 49.9631312 53.1092207, 49.9630644 53.1092958))",улица Декабристов,13,POINT (49.96315895 53.109277850000005),53.109277850000005,49.96315895,Новокуйбышевск улица Декабристов 13
1409,,"POLYGON ((49.9628376 53.1095498, 49.9629599 53.109589, 49.9630267 53.1095139, 49.9629044 53.1094747, 49.9628376 53.1095498))",улица Декабристов,11,POINT (49.96293214999999 53.10953185),53.10953185,49.96293214999999,Новокуйбышевск улица Декабристов 11
1410,,"POLYGON ((49.9626915 53.1097192, 49.9628138 53.1097584, 49.9628806 53.1096833, 49.9627583 53.1096441, 49.9626915 53.1097192))",улица Декабристов,9,POINT (49.96278604999999 53.109701249999986),53.10970124999999,49.96278604999999,Новокуйбышевск улица Декабристов 9
1413,,"POLYGON ((49.9622027 53.1102455, 49.962325 53.1102847, 49.9623918 53.1102096, 49.9622695 53.1101704, 49.9622027 53.1102455))",улица Декабристов,3,POINT (49.96229725 53.11022755),53.11022755,49.96229725,Новокуйбышевск улица Декабристов 3
1414,,"POLYGON ((49.9620365 53.1104179, 49.9621588 53.1104571, 49.9622256 53.110382, 49.9621033 53.1103428, 49.9620365 53.1104179))",улица Декабристов,1,POINT (49.962131049999996 53.110399949999994),53.11039995,49.96213105,Новокуйбышевск улица Декабристов 1
1415,,"POLYGON ((49.9616989 53.1107627, 49.9618212 53.1108019, 49.961888 53.1107268, 49.9617657 53.1106876, 49.9616989 53.1107627))",улица Декабристов,1А,POINT (49.961793449999995 53.11074474999999),53.11074474999999,49.96179345,Новокуйбышевск улица Декабристов 1А
1416,,"POLYGON ((49.9629544 53.1100026, 49.9630591 53.1100571, 49.9631518 53.1099928, 49.9630471 53.1099383, 49.9629544 53.1100026))",улица Ломоносова,2,POINT (49.9630531 53.1099977),53.1099977,49.9630531,Новокуйбышевск улица Ломоносова 2
1417,,"POLYGON ((49.9634029 53.1096851, 49.9635076 53.1097395, 49.9636003 53.1096752, 49.9634956 53.1096207, 49.9634029 53.1096851))",улица Ломоносова,4,POINT (49.96350159832498 53.10968011675067),53.10968011675067,49.96350159832498,Новокуйбышевск улица Ломоносова 4
1418,,"POLYGON ((49.9636699 53.1095005, 49.9637746 53.109555, 49.9638674 53.1094907, 49.9637626 53.1094362, 49.9636699 53.1095005))",улица Ломоносова,6,POINT (49.96376863325022 53.10949559917712),53.10949559917712,49.96376863325022,Новокуйбышевск улица Ломоносова 6
1419,,"POLYGON ((49.9639764 53.1092504, 49.9640987 53.1092896, 49.9641655 53.1092145, 49.9640432 53.1091753, 49.9639764 53.1092504))",улица Ломоносова,8,POINT (49.96407095 53.10923244999999),53.10923244999999,49.96407095,Новокуйбышевск улица Ломоносова 8
1420,,"POLYGON ((49.9596128 53.1117276, 49.9597351 53.1117668, 49.9598019 53.1116917, 49.9596796 53.1116525, 49.9596128 53.1117276))",улица Пушкина,1,POINT (49.959707349999995 53.111709649999995),53.11170965,49.95970735,Новокуйбышевск улица Пушкина 1
1421,,"POLYGON ((49.9592185 53.1115296, 49.9593408 53.1115688, 49.9594076 53.1114937, 49.9592853 53.1114545, 49.9592185 53.1115296))",улица Пушкина,2,POINT (49.95931305 53.11151165),53.11151165,49.95931305,Новокуйбышевск улица Пушкина 2
1422,,"POLYGON ((49.9593435 53.111382, 49.9594658 53.1114212, 49.9595326 53.1113461, 49.9594103 53.1113069, 49.9593435 53.111382))",улица Пушкина,4,POINT (49.95943805 53.111364050000006),53.111364050000006,49.95943805,Новокуйбышевск улица Пушкина 4
1423,,"POLYGON ((49.9594483 53.1112683, 49.9595706 53.1113075, 49.9596374 53.1112324, 49.9595151 53.1111932, 49.9594483 53.1112683))",улица Пушкина,6,POINT (49.95954285 53.11125035),53.11125035,49.95954285,Новокуйбышевск улица Пушкина 6
1424,,"POLYGON ((49.959795 53.1115224, 49.9599173 53.1115616, 49.9599841 53.1114865, 49.9598618 53.1114473, 49.959795 53.1115224))",улица Пушкина,3,POINT (49.95988955 53.11150444999999),53.11150444999999,49.95988955,Новокуйбышевск улица Пушкина 3
1425,,"POLYGON ((49.9598998 53.1114111, 49.9600221 53.1114502, 49.9600889 53.1113752, 49.9599666 53.111336, 49.9598998 53.1114111))",улица Пушкина,5,POINT (49.95999434258437 53.1113931180745),53.1113931180745,49.95999434258437,Новокуйбышевск улица Пушкина 5
1426,,"POLYGON ((49.9596216 53.1110747, 49.9597439 53.1111139, 49.9598107 53.1110388, 49.9596884 53.1109996, 49.9596216 53.1110747))",улица Пушкина,8,POINT (49.95971614999999 53.11105674999999),53.11105674999999,49.95971614999999,Новокуйбышевск улица Пушкина 8
1427,,"POLYGON ((49.9600731 53.1112151, 49.9601954 53.1112543, 49.9602622 53.1111792, 49.9601399 53.11114, 49.9600731 53.1112151))",улица Пушкина,7,POINT (49.960167649999995 53.111197149999995),53.11119715,49.96016765,Новокуйбышевск улица Пушкина 7
1428,,"POLYGON ((49.9589283 53.1110481, 49.9590506 53.1110873, 49.9591174 53.1110122, 49.9589951 53.110973, 49.9589283 53.1110481))",Октябрьская улица,1,POINT (49.959022850000004 53.111030150000005),53.111030150000005,49.95902285,Новокуйбышевск Октябрьская улица 1
1429,,"POLYGON ((49.9590653 53.1108957, 49.9591876 53.1109349, 49.9592544 53.1108598, 49.9591321 53.1108206, 49.9590653 53.1108957))",Октябрьская улица,3,POINT (49.95915984999999 53.110877749999986),53.11087774999999,49.95915984999999,Новокуйбышевск Октябрьская улица 3
1430,,"POLYGON ((49.9591782 53.110765, 49.9593005 53.1108042, 49.9593673 53.1107291, 49.959245 53.1106899, 49.9591782 53.110765))",Октябрьская улица,5,POINT (49.95927275 53.11074705),53.11074705,49.95927275,Новокуйбышевск Октябрьская улица 5
1431,,"POLYGON ((49.9593516 53.1105738, 49.9594739 53.110613, 49.9595407 53.1105379, 49.9594184 53.1104987, 49.9593516 53.1105738))",Октябрьская улица,7,POINT (49.95944615 53.11055585),53.11055585,49.95944615,Новокуйбышевск Октябрьская улица 7
1432,,"POLYGON ((49.9594685 53.1104408, 49.9595908 53.1104799, 49.9596576 53.1104049, 49.9595353 53.1103657, 49.9594685 53.1104408))",Октябрьская улица,9,POINT (49.95956304258437 53.1104228180745),53.1104228180745,49.95956304258437,Новокуйбышевск Октябрьская улица 9
1433,,"POLYGON ((49.9598836 53.1107747, 49.9600059 53.1108139, 49.9600727 53.1107388, 49.9599504 53.1106996, 49.9598836 53.1107747))",улица Пушкина,12,POINT (49.95997815 53.11075674999999),53.11075674999999,49.95997815,Новокуйбышевск улица Пушкина 12
1434,,"POLYGON ((49.96019 53.1110868, 49.9603123 53.111126, 49.9603791 53.1110509, 49.9602568 53.1110117, 49.96019 53.1110868))",улица Пушкина,9,POINT (49.96028455 53.111068849999995),53.11106885,49.96028455,Новокуйбышевск улица Пушкина 9
1435,,"POLYGON ((49.9603513 53.1108981, 49.9604736 53.1109373, 49.9605404 53.1108622, 49.9604181 53.110823, 49.9603513 53.1108981))",улица Пушкина,11,POINT (49.96044585 53.11088015),53.11088015,49.96044585,Новокуйбышевск улица Пушкина 11
1436,,"POLYGON ((49.9603633 53.1115151, 49.9604856 53.1115543, 49.9605524 53.1114792, 49.9604301 53.11144, 49.9603633 53.1115151))",улица Декабристов,2,POINT (49.960457850000004 53.11149715),53.11149715,49.96045785,Новокуйбышевск улица Декабристов 2
1437,,"POLYGON ((49.9606173 53.1113917, 49.9607396 53.1114309, 49.9608064 53.1113558, 49.9606841 53.1113166, 49.9606173 53.1113917))",улица Декабристов,4,POINT (49.96071185000001 53.111373750000006),53.111373750000006,49.96071185000001,Новокуйбышевск улица Декабристов 4
1438,,"POLYGON ((49.9607382 53.1112562, 49.9608605 53.1112954, 49.9609273 53.1112203, 49.960805 53.1111811, 49.9607382 53.1112562))",улица Декабристов,6,POINT (49.96083275 53.11123825),53.11123825,49.96083275,Новокуйбышевск улица Декабристов 6
1439,,"POLYGON ((49.9609035 53.1110699, 49.9610258 53.1111091, 49.9610926 53.111034, 49.9609703 53.1109948, 49.9609035 53.1110699))",улица Декабристов,8,POINT (49.96099804999999 53.11105195),53.11105195,49.96099804999999,Новокуйбышевск улица Декабристов 8
1440,,"POLYGON ((49.9604762 53.110765, 49.9605985 53.1108042, 49.9606653 53.1107291, 49.960543 53.1106899, 49.9604762 53.110765))",улица Пушкина,13,POINT (49.96057075 53.11074704999999),53.11074704999999,49.96057075,Новокуйбышевск улица Пушкина 13
1441,,"POLYGON ((49.9610244 53.1109368, 49.9611467 53.110976, 49.9612135 53.1109009, 49.9610912 53.1108617, 49.9610244 53.1109368))",улица Декабристов,10,POINT (49.96111895000001 53.11091885),53.11091885,49.96111895000001,Новокуйбышевск улица Декабристов 10
1442,,"POLYGON ((49.9600273 53.1106169, 49.9601496 53.1106561, 49.9602164 53.110581, 49.9600941 53.1105418, 49.9600273 53.1106169))",улица Пушкина,14,POINT (49.96012185 53.110598949999996),53.11059895,49.96012185,Новокуйбышевск улица Пушкина 14
1443,,"POLYGON ((49.9591702 53.1100923, 49.9592925 53.1101315, 49.9593593 53.1100564, 49.959237 53.1100172, 49.9591702 53.1100923))",Октябрьская улица,2,POINT (49.95926475 53.11007435),53.11007435,49.95926475,Новокуйбышевск Октябрьская улица 2
1444,,"POLYGON ((49.9592931 53.1099532, 49.9594154 53.1099924, 49.9594822 53.1099173, 49.9593599 53.1098781, 49.9592931 53.1099532))",Октябрьская улица,4,POINT (49.95938765 53.10993525),53.10993525,49.95938765,Новокуйбышевск Октябрьская улица 4
1445,,"POLYGON ((49.9594523 53.1097868, 49.9595746 53.109826, 49.9596414 53.1097509, 49.9595191 53.1097117, 49.9594523 53.1097868))",Октябрьская улица,6,POINT (49.95954685 53.109768849999995),53.10976885,49.95954685,Новокуйбышевск Октябрьская улица 6
1446,,"POLYGON ((49.9588628 53.1095902, 49.9589851 53.1096294, 49.9590519 53.1095543, 49.9589296 53.1095151, 49.9588628 53.1095902))",Волжская улица,2,POINT (49.95895735 53.10957225),53.10957225,49.95895735,Новокуйбышевск Волжская улица 2
1447,,"POLYGON ((49.9595985 53.1096174, 49.9597208 53.1096566, 49.9597876 53.1095815, 49.9596653 53.1095423, 49.9595985 53.1096174))",Октябрьская улица,8,POINT (49.959693050000006 53.109599450000005),53.109599450000005,49.959693050000006,Новокуйбышевск Октябрьская улица 8
1448,,"POLYGON ((49.9603694 53.1079266, 49.9604917 53.1079658, 49.9605585 53.1078907, 49.9604362 53.1078515, 49.9603694 53.1079266))",Волжская улица,22,POINT (49.96046394999999 53.10790865),53.10790865,49.96046394999999,Новокуйбышевск Волжская улица 22
1449,,"POLYGON ((49.9609489 53.108105, 49.9610712 53.1081442, 49.961138 53.1080691, 49.9610157 53.1080299, 49.9609489 53.108105))",Октябрьская улица,24,POINT (49.96104345 53.108087049999995),53.10808705,49.96104345,Новокуйбышевск Октябрьская улица 24
1450,,"POLYGON ((49.9599334 53.1077967, 49.9601269 53.1078585, 49.9602638 53.1077041, 49.9600704 53.1076423, 49.9599334 53.1077967))",Волжская улица,13,POINT (49.96009861780408 53.10775040435234),53.10775040435234,49.96009861780408,Новокуйбышевск Волжская улица 13
1451,,"POLYGON ((49.9601335 53.1075976, 49.9602558 53.1076368, 49.9603226 53.1075617, 49.9602003 53.1075225, 49.9601335 53.1075976))",Волжская улица,15,POINT (49.96022805 53.107579650000005),53.107579650000005,49.96022805,Новокуйбышевск Волжская улица 15
1452,,"POLYGON ((49.9596937 53.1080859, 49.959816 53.1081251, 49.9598828 53.10805, 49.9597605 53.1080108, 49.9596937 53.1080859))",Волжская улица,11,POINT (49.95978825 53.108067950000006),53.108067950000006,49.95978825,Новокуйбышевск Волжская улица 11
1453,,"POLYGON ((49.9595755 53.1082156, 49.9596978 53.1082548, 49.9597646 53.1081797, 49.9596423 53.1081405, 49.9595755 53.1082156))",Волжская улица,9,POINT (49.95967004999999 53.10819765),53.10819765,49.95967004999999,Новокуйбышевск Волжская улица 9
1454,,"POLYGON ((49.9594074 53.1084019, 49.9595297 53.1084411, 49.9595965 53.108366, 49.9594742 53.1083268, 49.9594074 53.1084019))",Волжская улица,7,POINT (49.95950195 53.10838395000001),53.10838395000001,49.95950195,Новокуйбышевск Волжская улица 7
1455,,"POLYGON ((49.95951 53.1075309, 49.9596265 53.1075756, 49.9597026 53.1075041, 49.9595862 53.1074594, 49.95951 53.1075309))",Самарская улица,10,POINT (49.959606317433945 53.107517502212374),53.10751750221237,49.959606317433945,Новокуйбышевск Самарская улица 10
1456,,"POLYGON ((49.9593712 53.1076594, 49.9594877 53.1077041, 49.9595638 53.1076326, 49.9594474 53.1075879, 49.9593712 53.1076594))",Самарская улица,8,POINT (49.95946751743396 53.10764600221238),53.10764600221238,49.95946751743396,Новокуйбышевск Самарская улица 8
1457,,"POLYGON ((49.9592231 53.1077988, 49.9593396 53.1078435, 49.9594157 53.107772, 49.9592993 53.1077273, 49.9592231 53.1077988))",Самарская улица,6,POINT (49.959319417433946 53.10778540221238),53.10778540221238,49.959319417433946,Новокуйбышевск Самарская улица 6
1458,,"POLYGON ((49.9590508 53.1079599, 49.9591673 53.1080046, 49.9592434 53.1079331, 49.9591269 53.1078884, 49.9590508 53.1079599))",Самарская улица,4,POINT (49.95914709999999 53.107946500000004),53.1079465,49.95914709999999,Новокуйбышевск Самарская улица 4
1459,,"POLYGON ((49.9589078 53.1081447, 49.9589953 53.1082046, 49.9590974 53.1081509, 49.95901 53.108091, 49.9589078 53.1081447))",Самарская улица,2,POINT (49.959002616736896 53.108147799457285),53.108147799457285,49.959002616736896,Новокуйбышевск Самарская улица 2
1460,,"POLYGON ((49.959053 53.107348, 49.9591145 53.1074222, 49.9592409 53.1073844, 49.9591794 53.1073102, 49.959053 53.107348))",Самарская улица,3,POINT (49.95914695 53.10736620000001),53.10736620000001,49.95914695,Новокуйбышевск Самарская улица 3
1462,,"POLYGON ((49.958595 53.1067885, 49.9586565 53.1068627, 49.9587829 53.1068249, 49.9587215 53.1067507, 49.958595 53.1067885))",Самарская улица,9,POINT (49.958688968351076 53.10680669709764),53.10680669709764,49.95868896835108,Новокуйбышевск Самарская улица 9
1463,,"POLYGON ((49.9584596 53.1066259, 49.9585211 53.1067001, 49.9586475 53.1066623, 49.958586 53.1065881, 49.9584596 53.1066259))",Самарская улица,11,POINT (49.95855354999999 53.106644100000004),53.1066441,49.95855354999999,Новокуйбышевск Самарская улица 11
1464,,"POLYGON ((49.9582998 53.1063081, 49.9583325 53.1063886, 49.9584696 53.1063686, 49.958437 53.106288, 49.9582998 53.1063081))",Самарская улица,13,POINT (49.958384733804905 53.106338316834695),53.106338316834695,49.958384733804905,Новокуйбышевск Самарская улица 13
1473,,"POLYGON ((49.9602421 53.1080658, 49.9603644 53.108105, 49.9604312 53.1080299, 49.9603089 53.1079907, 49.9602421 53.1080658))",Волжская улица,20,POINT (49.96033665 53.10804785),53.10804785,49.96033665,Новокуйбышевск Волжская улица 20
1474,,"POLYGON ((49.9600849 53.1082352, 49.9602072 53.1082744, 49.960274 53.1081993, 49.9601517 53.1081601, 49.9600849 53.1082352))",Волжская улица,18,POINT (49.96017944999999 53.108217249999996),53.10821725,49.96017944999999,Новокуйбышевск Волжская улица 18
1475,,"POLYGON ((49.9608186 53.1082522, 49.9609409 53.1082914, 49.9610077 53.1082163, 49.9608854 53.1081771, 49.9608186 53.1082522))",Октябрьская улица,22,POINT (49.96091315 53.10823425),53.10823425,49.96091315,Новокуйбышевск Октябрьская улица 22
1477,,"POLYGON ((49.959831 53.1085232, 49.9599533 53.1085624, 49.9600201 53.1084873, 49.9598978 53.1084481, 49.959831 53.1085232))",Волжская улица,16,POINT (49.959925549999994 53.10850524999999),53.10850524999999,49.95992555,Новокуйбышевск Волжская улица 16
1478,,"POLYGON ((49.959573 53.1087991, 49.9596953 53.1088383, 49.9597621 53.1087632, 49.9596398 53.108724, 49.959573 53.1087991))",Волжская улица,12,POINT (49.95966755 53.10878115),53.10878115,49.95966755,Новокуйбышевск Волжская улица 12
1480,,"POLYGON ((49.9601615 53.1089854, 49.9602838 53.1090246, 49.9603506 53.1089495, 49.9602283 53.1089103, 49.9601615 53.1089854))",Октябрьская улица,16,POINT (49.96025604999999 53.108967449999994),53.10896745,49.96025604999999,Новокуйбышевск Октябрьская улица 16
1481,,"POLYGON ((49.9594399 53.1089515, 49.9595622 53.1089907, 49.959629 53.1089156, 49.9595067 53.1088764, 49.9594399 53.1089515))",Волжская улица,10,POINT (49.95953444999999 53.10893355000001),53.10893355000001,49.95953444999999,Новокуйбышевск Волжская улица 10
1482,,"POLYGON ((49.9600245 53.1091306, 49.9601468 53.1091698, 49.9602136 53.1090947, 49.9600913 53.1090555, 49.9600245 53.1091306))",Октябрьская улица,14,POINT (49.96011905 53.10911264999999),53.10911264999999,49.96011905,Новокуйбышевск Октябрьская улица 14
1483,,"POLYGON ((49.9592747 53.1091354, 49.959397 53.1091746, 49.9594638 53.1090995, 49.9593415 53.1090603, 49.9592747 53.1091354))",Волжская улица,8,POINT (49.95936925 53.10911745),53.10911745,49.95936925,Новокуйбышевск Волжская улица 8
1484,,"POLYGON ((49.9591134 53.1093121, 49.9592357 53.1093513, 49.9593025 53.1092762, 49.9591802 53.109237, 49.9591134 53.1093121))",Волжская улица,6,POINT (49.95920795 53.109294150000004),53.10929415,49.95920795,Новокуйбышевск Волжская улица 6
1485,,"POLYGON ((49.9598672 53.1093169, 49.9599895 53.1093561, 49.9600563 53.109281, 49.959934 53.1092418, 49.9598672 53.1093169))",Октябрьская улица,12,POINT (49.95996174999999 53.10929894999999),53.10929894999999,49.95996174999999,Новокуйбышевск Октябрьская улица 12
1486,,"POLYGON ((49.959706 53.109496, 49.9598283 53.1095352, 49.9598951 53.1094601, 49.9597728 53.1094209, 49.959706 53.109496))",Октябрьская улица,10,POINT (49.95980055 53.10947805),53.10947805,49.95980055,Новокуйбышевск Октябрьская улица 10
1487,,"POLYGON ((49.9596455 53.1102437, 49.9597678 53.1102829, 49.9598346 53.1102078, 49.9597123 53.1101686, 49.9596455 53.1102437))",Октябрьская улица,11,POINT (49.95974005 53.11022575),53.11022575,49.95974005,Новокуйбышевск Октябрьская улица 11
1488,,"POLYGON ((49.9602099 53.1104155, 49.9603322 53.1104547, 49.960399 53.1103796, 49.9602767 53.1103404, 49.9602099 53.1104155))",улица Пушкина,16,POINT (49.96030445 53.110397549999995),53.11039755,49.96030445,Новокуйбышевск улица Пушкина 16
1489,,"POLYGON ((49.9606573 53.1105558, 49.9607796 53.110595, 49.9608464 53.1105199, 49.9607241 53.1104807, 49.9606573 53.1105558))",улица Пушкина,15,POINT (49.96075185 53.11053785000001),53.11053785000001,49.96075185,Новокуйбышевск улица Пушкина 15
1490,,"POLYGON ((49.9612055 53.11073, 49.9613278 53.1107692, 49.9613946 53.1106941, 49.9612723 53.1106549, 49.9612055 53.11073))",улица Декабристов,12,POINT (49.961300050000006 53.11071205000001),53.11071205000001,49.961300050000006,Новокуйбышевск улица Декабристов 12
1491,,"POLYGON ((49.9613184 53.1106018, 49.9614407 53.110641, 49.9615075 53.1105659, 49.9613852 53.1105267, 49.9613184 53.1106018))",улица Декабристов,14,POINT (49.96141295000001 53.11058385),53.11058385,49.96141295000001,Новокуйбышевск улица Декабристов 14
1492,,"POLYGON ((49.9607662 53.11043, 49.9608885 53.1104692, 49.9609553 53.1103941, 49.960833 53.1103549, 49.9607662 53.11043))",улица Пушкина,17,POINT (49.960860749999995 53.110412049999994),53.11041205,49.96086075,Новокуйбышевск улица Пушкина 17
1493,,"POLYGON ((49.9603227 53.1102848, 49.960445 53.110324, 49.9605118 53.1102489, 49.9603895 53.1102097, 49.9603227 53.1102848))",улица Пушкина,28,POINT (49.96041725 53.11026685),53.11026685,49.96041725,Новокуйбышевск улица Пушкина 28
1494,,"POLYGON ((49.9597705 53.1101106, 49.9598928 53.1101498, 49.9599596 53.1100747, 49.9598373 53.1100355, 49.9597705 53.1101106))",Октябрьская улица,13,POINT (49.95986505 53.11009265000001),53.11009265000001,49.95986505,Новокуйбышевск Октябрьская улица 13
1497,,"POLYGON ((49.9601776 53.1096484, 49.9602999 53.1096876, 49.9603667 53.1096125, 49.9602444 53.1095733, 49.9601776 53.1096484))",Октябрьская улица,19,POINT (49.96027215 53.109630450000004),53.10963045,49.96027215,Новокуйбышевск Октябрьская улица 19
1498,,"POLYGON ((49.9603348 53.1094718, 49.9604571 53.109511, 49.9605239 53.1094359, 49.9604016 53.1093967, 49.9603348 53.1094718))",Октябрьская улица,21,POINT (49.96042935 53.109453849999994),53.10945385,49.96042935,Новокуйбышевск Октябрьская улица 21
1500,,"POLYGON ((49.9606412 53.1091354, 49.9607635 53.1091746, 49.9608303 53.1090995, 49.960708 53.1090603, 49.9606412 53.1091354))",Октябрьская улица,21Б,POINT (49.960735750000005 53.10911745),53.10911745,49.960735750000005,Новокуйбышевск Октябрьская улица 21Б
1501,,"POLYGON ((49.9605767 53.1100041, 49.960699 53.1100433, 49.9607658 53.1099682, 49.9606435 53.109929, 49.9605767 53.1100041))",улица Пушкина,22,POINT (49.96067124999999 53.10998615),53.10998615,49.96067124999999,Новокуйбышевск улица Пушкина 22
1502,,"POLYGON ((49.9607621 53.1097984, 49.9608844 53.1098376, 49.9609512 53.1097625, 49.9608289 53.1097233, 49.9607621 53.1097984))",улица Пушкина,24,POINT (49.96085665 53.10978045000001),53.10978045000001,49.96085665,Новокуйбышевск улица Пушкина 24
1503,,"POLYGON ((49.9609153 53.1096266, 49.9610376 53.1096658, 49.9611044 53.1095907, 49.9609821 53.1095515, 49.9609153 53.1096266))",улица Пушкина,26,POINT (49.96100985000001 53.109608650000006),53.109608650000006,49.96100985000001,Новокуйбышевск улица Пушкина 26
1504,,"POLYGON ((49.9610645 53.1094572, 49.9611868 53.1094964, 49.9612536 53.1094213, 49.9611313 53.1093821, 49.9610645 53.1094572))",улица Пушкина,28,POINT (49.96115905 53.10943924999999),53.10943924999999,49.96115905,Новокуйбышевск улица Пушкина 28
1505,,"POLYGON ((49.9612217 53.1092758, 49.961344 53.109315, 49.9614108 53.1092399, 49.9612885 53.1092007, 49.9612217 53.1092758))",улица Пушкина,30,POINT (49.96131625000001 53.10925785),53.10925785,49.96131625000001,Новокуйбышевск улица Пушкина 30
1506,,"POLYGON ((49.9613507 53.1083441, 49.961473 53.1083833, 49.9615398 53.1083082, 49.9614175 53.108269, 49.9613507 53.1083441))",Октябрьская улица,31,POINT (49.96144525 53.108326149999996),53.10832615,49.96144525,Новокуйбышевск Октябрьская улица 31
1507,,"POLYGON ((49.9612338 53.1084651, 49.9613561 53.1085043, 49.9614229 53.1084292, 49.9613006 53.10839, 49.9612338 53.1084651))",Октябрьская улица,29,POINT (49.96132835 53.10844715),53.10844715,49.96132835,Новокуйбышевск Октябрьская улица 29
1508,,"POLYGON ((49.9619069 53.1085232, 49.9620292 53.1085624, 49.962096 53.1084873, 49.9619737 53.1084481, 49.9619069 53.1085232))",улица Пушкина,40,POINT (49.96200145 53.10850524999999),53.10850524999999,49.96200145,Новокуйбышевск улица Пушкина 40
1509,,"POLYGON ((49.9617941 53.1086442, 49.9619164 53.1086834, 49.9619832 53.1086083, 49.9618609 53.1085691, 49.9617941 53.1086442))",улица Пушкина,38,POINT (49.96188864999999 53.10862624999999),53.10862624999999,49.96188864999999,Новокуйбышевск улица Пушкина 38
1510,,"POLYGON ((49.9616248 53.1088329, 49.9617471 53.1088721, 49.9618139 53.108797, 49.9616916 53.1087578, 49.9616248 53.1088329))",улица Пушкина,36,POINT (49.961719349999996 53.108814949999996),53.10881495,49.96171935,Новокуйбышевск улица Пушкина 36
