,place,review,date
0,72 Квартала,"Троллейбусный парк нашего города ещё как то существует,но автобусный уже давно ""мертв"". Кроме автобуса номер10 давно не видел нормальных автобусов,а многие маршруты просто закрыли",28 сентября
1,72 Квартала,Более дремучего автовокзала нет даже в глуши забытой деревни..),28 ноября 2022
