,place,review,date
0,Почта банк,"Постоянно очередь, ооочень долго всё.",22 мая
1,Почта банк,Везде уже электроная очередь а здесь все по старинке и график работы не хреновый себе устроили 3 дня в неделю .,27 ноября 2020
2,Почта банк,"Постоянно очередь, ооочень долго всё.",22 мая
3,Почта банк,Везде уже электроная очередь а здесь все по старинке и график работы не хреновый себе устроили 3 дня в неделю .,27 ноября 2020
