,place,review,date
0,ГБОУ ООШ № 21 г. Новокуйбышевска,"Ад одним словом , а не учителя",20 июня 2022
1,ГБОУ ООШ № 21 г. Новокуйбышевска,"Ад одним словом , а не учителя",20 июня 2022
