,name,geometry,addr:street,addr:housenumber,centroid,lat,lon
10228,,"POLYGON ((60.1520106 55.1353787, 60.1520012 55.1352833, 60.1519272 55.1352856, 60.1519366 55.1353811, 60.1520106 55.1353787))",,,POINT (60.151968893663444 55.13533217625979),55.13533217625979,60.15196889366344
10229,,"POLYGON ((60.1519658 55.135018, 60.1518661 55.1350223, 60.151878 55.1351132, 60.1519777 55.1351089, 60.1519658 55.135018))",,,POINT (60.1519219 55.135065600000004),55.1350656,60.1519219
10230,,"POLYGON ((60.1733583 55.1486947, 60.1733611 55.1487667, 60.173117 55.1487698, 60.1731142 55.1486978, 60.1733583 55.1486947))",,,POINT (60.173237650000004 55.14873224999999),55.14873224999999,60.17323765
10231,,"POLYGON ((60.1729131 55.1487039, 60.1729146 55.1487796, 60.1726866 55.1487812, 60.1726851 55.1487055, 60.1729131 55.1487039))",,,POINT (60.17279985 55.14874255000001),55.14874255000001,60.17279985
10232,,"POLYGON ((60.149064 55.1676467, 60.1490715 55.1676782, 60.1491273 55.1676739, 60.1491198 55.1676424, 60.149064 55.1676467))",,,POINT (60.14909565000001 55.1676603),55.1676603,60.14909565000001
10238,Александра,"POLYGON ((60.1512472 55.1389259, 60.1513351 55.1389245, 60.1513479 55.1389173, 60.1513433 55.1388386, 60.151328 55.1388298, 60.1512414 55.1388314, 60.1512285 55.1388397, 60.1512331 55.1389179, 60.1512472 55.1389259))",,,POINT (60.15128819185838 55.13887796791983),55.13887796791983,60.15128819185838
10239,,"POLYGON ((60.159007 55.1414469, 60.158982 55.1414036, 60.1591238 55.1413769, 60.159149 55.1414205, 60.159007 55.1414469))",,,POINT (60.159065533227555 55.14141196010906),55.14141196010906,60.15906553322756
10240,,"POLYGON ((60.1560805 55.1385287, 60.1560173 55.1385351, 60.1560363 55.1385968, 60.1560995 55.1385905, 60.1560805 55.1385287))",,,POINT (60.15605840752551 55.13856277173861),55.13856277173861,60.15605840752551
10241,,"POLYGON ((60.1586314 55.1573313, 60.1585165 55.1573525, 60.1582755 55.1573976, 60.1583247 55.1574837, 60.1586804 55.1574174, 60.1586314 55.1573313))",,,POINT (60.15847798254403 55.15740744806152),55.15740744806152,60.15847798254403
10242,,"POLYGON ((60.1534617 55.1488741, 60.153461 55.1489164, 60.1536032 55.1489172, 60.1536039 55.1488748, 60.1534617 55.1488741))",,,POINT (60.15353247797798 55.1488956251886),55.1488956251886,60.15353247797798
