,Unnamed: 0,name,geometry,addr:street,addr:housenumber,centroid,lat,lon,adddress
2639,10230,,"POLYGON ((60.1733583 55.1486947, 60.1733611 55.1487667, 60.173117 55.1487698, 60.1731142 55.1486978, 60.1733583 55.1486947))",,,POINT (60.173237650000004 55.14873224999999),55.14873224999999,60.17323765,"ulitsa Mendeleyeva, 31Б, Miass, Chelyabinsk 456320, Russia"
2640,10231,,"POLYGON ((60.1729131 55.1487039, 60.1729146 55.1487796, 60.1726866 55.1487812, 60.1726851 55.1487055, 60.1729131 55.1487039))",,,POINT (60.17279985 55.14874255000001),55.14874255000001,60.17279985,"ulitsa Mendeleyeva, 31Б, Miass, Chelyabinsk 456320, Russia"
2641,10232,,"POLYGON ((60.149064 55.1676467, 60.1490715 55.1676782, 60.1491273 55.1676739, 60.1491198 55.1676424, 60.149064 55.1676467))",,,POINT (60.14909565000001 55.1676603),55.1676603,60.14909565000001,"Miass, Chelyabinsk 456320, Russia"
2642,10238,Александра,"POLYGON ((60.1512472 55.1389259, 60.1513351 55.1389245, 60.1513479 55.1389173, 60.1513433 55.1388386, 60.151328 55.1388298, 60.1512414 55.1388314, 60.1512285 55.1388397, 60.1512331 55.1389179, 60.1512472 55.1389259))",,,POINT (60.15128819185838 55.13887796791983),55.13887796791983,60.15128819185838,"prospekt Oktyabrya, 40/1A, Miass, Chelyabinsk 456318, Russia"
2643,10239,,"POLYGON ((60.159007 55.1414469, 60.158982 55.1414036, 60.1591238 55.1413769, 60.159149 55.1414205, 60.159007 55.1414469))",,,POINT (60.159065533227555 55.14141196010906),55.14141196010906,60.15906553322756,"ulitsa Vernadskogo, 5/1, Miass, Chelyabinsk 456318, Russia"
2644,10240,,"POLYGON ((60.1560805 55.1385287, 60.1560173 55.1385351, 60.1560363 55.1385968, 60.1560995 55.1385905, 60.1560805 55.1385287))",,,POINT (60.15605840752551 55.13856277173861),55.13856277173861,60.15605840752551,"ulitsa Vernadskogo, 14, Miass, Chelyabinsk 456318, Russia"
2645,10241,,"POLYGON ((60.1586314 55.1573313, 60.1585165 55.1573525, 60.1582755 55.1573976, 60.1583247 55.1574837, 60.1586804 55.1574174, 60.1586314 55.1573313))",,,POINT (60.15847798254403 55.15740744806152),55.15740744806152,60.15847798254403,"prospekt Makeyeva, 36/1, Miass, Chelyabinsk 456320, Russia"
2646,10242,,"POLYGON ((60.1534617 55.1488741, 60.153461 55.1489164, 60.1536032 55.1489172, 60.1536039 55.1488748, 60.1534617 55.1488741))",,,POINT (60.15353247797798 55.1488956251886),55.1488956251886,60.15353247797798,"prospekt Makeyeva, 10, Miass, Chelyabinsk 456320, Russia"
2647,10243,,"POLYGON ((60.1537755 55.147162, 60.1537781 55.1472197, 60.1538827 55.1472182, 60.1538801 55.1471604, 60.1537755 55.147162))",,,POINT (60.153829115074416 55.14719007456949),55.14719007456949,60.153829115074416,"prospekt Makeyeva, 37A, Miass, Chelyabinsk 456320, Russia"
2648,10244,,"POLYGON ((60.1518242 55.1466937, 60.1518273 55.1467332, 60.1519159 55.1467309, 60.1519127 55.1466914, 60.1518242 55.1466937))",,,POINT (60.15187002578006 55.14671230369705),55.14671230369705,60.15187002578006,"prospekt Makeyeva, 1A, Miass, Chelyabinsk 456320, Russia"
2649,10245,,"POLYGON ((60.1498997 55.1444534, 60.149785 55.1444554, 60.1497931 55.1446079, 60.1499078 55.1446059, 60.1498997 55.1444534))",,,POINT (60.1498464 55.14453064999999),55.14453064999999,60.1498464,"prospekt Oktyabrya, 10, Miass, Chelyabinsk 456318, Russia"
2650,10246,,"POLYGON ((60.1502189 55.1447324, 60.1501188 55.1447328, 60.1501202 55.1448378, 60.1502202 55.1448374, 60.1502189 55.1447324))",,,POINT (60.15016952485581 55.144785091254946),55.14478509125495,60.15016952485581,"prospekt Oktyabrya, 6, Miass, Chelyabinsk 456318, Russia"
2651,10247,,"POLYGON ((60.1468313 55.1070667, 60.1467399 55.107091, 60.1469142 55.1073058, 60.1470056 55.1072815, 60.1468313 55.1070667))",,,POINT (60.14687275 55.107186250000005),55.107186250000005,60.14687275,"poselok Il'meny SNT, 558, Miass, Chelyabinsk 456313, Russia"
2652,10248,,"POLYGON ((60.1308855 55.1374643, 60.1310798 55.1374369, 60.1310262 55.1373127, 60.1308319 55.1373401, 60.1308855 55.1374643))",,,POINT (60.13095585 55.13738849999999),55.13738849999999,60.13095585,"Gornaya ulitsa, 29, Miass, Chelyabinsk 456390, Russia"
2653,10249,,"POLYGON ((60.1574877 55.1374696, 60.1574952 55.1375063, 60.1573973 55.1375128, 60.1573898 55.1374762, 60.1574877 55.1374696))",,,POINT (60.15744252183058 55.13749122290102),55.13749122290102,60.15744252183058,"ulitsa Vernadskogo, 16, Miass, Chelyabinsk 456318, Russia"
2654,10250,,"POLYGON ((60.1561206 55.1379936, 60.156025 55.1379947, 60.1560271 55.1380522, 60.1561226 55.1380511, 60.1561206 55.1379936))",,,POINT (60.156073824661924 55.138022894989064),55.13802289498906,60.15607382466192,"ulitsa Vernadskogo, 16, Miass, Chelyabinsk 456318, Russia"
2655,10251,,"POLYGON ((60.1030961 55.0594795, 60.1030947 55.0592742, 60.1032724 55.0592738, 60.1032737 55.0594792, 60.1030961 55.0594795))",,,POINT (60.1031842321312 55.05937666528992),55.05937666528992,60.1031842321312,"ulitsa 8 Iyulya, 12, Miass, Chelyabinsk 456304, Russia"
2656,10252,,"POLYGON ((60.1522347 55.1356985, 60.1522378 55.1357277, 60.1523154 55.1357248, 60.1523122 55.1356957, 60.1522347 55.1356985))",,,POINT (60.152275004103 55.13571167923887),55.13571167923887,60.152275004103,"ulitsa Zhukovskogo, 3, Miass, Chelyabinsk 456318, Russia"
2657,10253,,"POLYGON ((60.1511845 55.1357786, 60.1511832 55.1357176, 60.1512583 55.1357171, 60.1512595 55.1357781, 60.1511845 55.1357786))",,,POINT (60.15122137479294 55.135747843228124),55.13574784322813,60.15122137479294,"prospekt Oktyabrya, 31B, Miass, Chelyabinsk 456318, Russia"
2658,10254,,"POLYGON ((60.1212032 55.0351162, 60.1213058 55.0350392, 60.1213776 55.0350706, 60.121275 55.0351476, 60.1212032 55.0351162))",,,POINT (60.12129039999999 55.03509340000001),55.03509340000001,60.12129039999999,"ulitsa 8 Marta, 155B, Miass, Chelyabinsk 456317, Russia"
2659,10255,,"POLYGON ((60.1219604 55.0342972, 60.1220726 55.034211, 60.1221448 55.0342419, 60.1220325 55.0343281, 60.1219604 55.0342972))",,,POINT (60.12205258524082 55.03426954442977),55.03426954442977,60.12205258524082,"ulitsa 8 Marta, 86, Miass, Chelyabinsk 456317, Russia"
2660,10256,,"POLYGON ((60.0968334 55.0896437, 60.0967671 55.0894395, 60.0969289 55.0894223, 60.0969952 55.0896264, 60.0968334 55.0896437))",,,POINT (60.09688114468826 55.08953297898102),55.08953297898102,60.09688114468826,"ulitsa Gotval'da, 1A/2, Miass, Chelyabinsk 456306, Russia"
2661,10257,,"POLYGON ((60.0971489 55.0904144, 60.0970898 55.0902555, 60.0972259 55.0902389, 60.097285 55.0903979, 60.0971489 55.0904144))",,,POINT (60.09718740553944 55.090326670707725),55.090326670707725,60.09718740553944,"ulitsa Gotval'da, 1A/2, Miass, Chelyabinsk 456306, Russia"
2662,10258,,"POLYGON ((60.147064 55.1505844, 60.1468098 55.1505836, 60.1467944 55.1507233, 60.1468353 55.1507263, 60.146846 55.1507034, 60.1470552 55.1506683, 60.147064 55.1505844))",,,POINT (60.14691940910288 55.15063995691614),55.15063995691614,60.14691940910288,"Molodezhnaya ulitsa, 2А, Miass, Chelyabinsk 456320, Russia"
2663,10259,,"POLYGON ((60.147402 55.1506554, 60.1473636 55.1505696, 60.1475314 55.1505451, 60.1475698 55.1506309, 60.147402 55.1506554))",,,POINT (60.147466699999995 55.150600250000004),55.15060025,60.1474667,"Molodezhnaya ulitsa, 2А, Miass, Chelyabinsk 456320, Russia"
2664,10260,,"POLYGON ((60.1467797 55.0888181, 60.1469413 55.0887138, 60.1471493 55.0888195, 60.1469877 55.0889237, 60.1467797 55.0888181))",,,POINT (60.14696449631262 55.08881876665271),55.08881876665271,60.14696449631262,"ulitsa Veteranov, 2/6, Miass, Chelyabinsk 456313, Russia"
2665,10261,,"POLYGON ((60.1463745 55.0886137, 60.1465031 55.0885316, 60.1466284 55.0885958, 60.1464998 55.088678, 60.1463745 55.0886137))",,,POINT (60.14650144962371 55.08860478335987),55.08860478335987,60.14650144962371,"ulitsa Veteranov, 2/6, Miass, Chelyabinsk 456313, Russia"
2666,10262,,"POLYGON ((60.1460397 55.0883784, 60.1461705 55.0883049, 60.1462873 55.0883729, 60.1461565 55.0884465, 60.1460397 55.0883784))",,,POINT (60.146163498348535 55.08837568337002),55.08837568337002,60.146163498348535,"ulitsa Veteranov, 2/5, Miass, Chelyabinsk 456313, Russia"
2667,10263,,"POLYGON ((60.1457288 55.0886147, 60.1458507 55.0885298, 60.1459784 55.0885897, 60.1458565 55.0886747, 60.1457288 55.0886147))",,,POINT (60.145853600664466 55.088602233266776),55.088602233266776,60.14585360066447,"ulitsa Veteranov, 2/2, Miass, Chelyabinsk 456313, Russia"
2668,10264,,"POLYGON ((60.1463258 55.0889944, 60.1465131 55.0889089, 60.1466468 55.0890048, 60.1464594 55.0890903, 60.1463258 55.0889944))",,,POINT (60.146486283175 55.08899960053485),55.08899960053485,60.146486283175,"ulitsa Veteranov, 2/3, Miass, Chelyabinsk 456313, Russia"
2669,10265,,"POLYGON ((60.1445651 55.0874481, 60.1444362 55.0873976, 60.1443202 55.0874947, 60.1444491 55.0875451, 60.1445651 55.0874481))",,,POINT (60.14444264856624 55.087471366939496),55.087471366939496,60.14444264856624,"ulitsa Nakhimova, 25A, Miass, Chelyabinsk 456313, Russia"
2670,10266,Церковь иконы Божией Матери «Скоропослушница»,"POLYGON ((60.1437824 55.0882912, 60.1437255 55.0882597, 60.1435253 55.0883785, 60.1435823 55.08841, 60.1437824 55.0882912))",,,POINT (60.14365385869613 55.08833485836573),55.08833485836573,60.14365385869613,"ulitsa Nakhimova, 25A/1, Miass, Chelyabinsk 456313, Russia"
2671,10267,,"POLYGON ((60.1445504 55.0880098, 60.1444024 55.087938, 60.1442694 55.0880278, 60.1444174 55.0880996, 60.1445504 55.0880098))",,,POINT (60.1444099 55.0880188),55.0880188,60.1444099,"ulitsa Nakhimova, 25A, Miass, Chelyabinsk 456313, Russia"
2672,10268,,"POLYGON ((60.1443569 55.0878468, 60.1442311 55.0877901, 60.1441823 55.0878257, 60.1443081 55.0878823, 60.1443569 55.0878468))",,,POINT (60.14426958451852 55.08783621479576),55.08783621479576,60.14426958451852,"ulitsa Nakhimova, 25A, Miass, Chelyabinsk 456313, Russia"
2673,10269,,"POLYGON ((60.1449164 55.0877751, 60.1448062 55.0877259, 60.1446979 55.0878053, 60.1448081 55.0878545, 60.1449164 55.0877751))",,,POINT (60.14480715 55.08779020000001),55.08779020000001,60.14480715,"ulitsa Nakhimova, 25A, Miass, Chelyabinsk 456313, Russia"
2674,10270,,"POLYGON ((60.1447928 55.1065987, 60.1445526 55.1066611, 60.144743 55.1069012, 60.1449832 55.1068388, 60.1447928 55.1065987))",,,POINT (60.1447679 55.10674995),55.10674995,60.1447679,"Ob'yezdnaya avtodoroga, 4/47, Miass, Chelyabinsk 456313, Russia"
2675,10271,,"POLYGON ((60.1450383 55.1165373, 60.1450385 55.1153341, 60.1447028 55.1153341, 60.144703 55.1165373, 60.1450383 55.1165373))",,,POINT (60.14487065 55.11593558045703),55.11593558045703,60.14487065,"Ob'yezdnaya avtodoroga, 4/29, Miass, Chelyabinsk 456313, Russia"
2676,10272,,"POLYGON ((60.1442424 55.1159891, 60.1442425 55.1153823, 60.1439295 55.1153823, 60.1439296 55.1159891, 60.1442424 55.1159891))",,,POINT (60.144085999999994 55.115685667678704),55.115685667678704,60.144086,"Ob'yezdnaya avtodoroga, 4/29, Miass, Chelyabinsk 456313, Russia"
